model,brand,line,capacity_tb,rpm,cache_mb,interface,form_factor,recording_tech,acoustic_idle_db,acoustic_seek_db,is_helium,drive_class,media_type,nand_type,tbw_tb,dwpd,has_dram,has_plp,sustained_write_mbps,in_production,also_sold_as,afr_pct,reliability_drive_count,reliability_drive_days,reliability_failures,reliability_source
WD40EFAX,WD,Red,4,5400,256,SATA,3.5,smr,23,29,0,NAS,hdd,,,,,,,1,,,,,,
WD40EFPX,WD,"Red Plus",4,5400,256,SATA,3.5,cmr,24,28,0,NAS,hdd,,,,,,,1,,,,,,
WD40EZAX,WD,Blue,4,5400,256,SATA,3.5,cmr,23,25,0,Desktop,hdd,,,,,,,1,,,,,,
WD40EZAZ,WD,Blue,4,5400,256,SATA,3.5,smr,23,27,0,Desktop,hdd,,,,,,,1,,,,,,
WDS400T1R0C,WD,"Red SN700",4,,,NVMe,M.2,,,,,NAS,ssd,TLC,5100,0.7,1,0,,1,,,,,,
WDS400T1X0M,WD,"Black SN8100",4,,,NVMe,M.2,,,,,Desktop,ssd,TLC,2400,,1,0,,1,,,,,,
WDS400T2R0A,WD,"Red SA500",4,,,SATA,2.5,,,,,NAS,ssd,TLC,2500,,1,0,,1,,,,,,
WDS400T2X0E,WD,"Black SN850X",4,,,NVMe,M.2,,,,,Desktop,ssd,TLC,2400,,1,0,,1,,,,,,
WDS400T4B0E,WD,"Blue SN5000",4,,,NVMe,M.2,,,,,Desktop,ssd,QLC,1200,,0,0,,1,,,,,,
WDS400T4X0E,WD,"Black SN7100",4,,,NVMe,M.2,,,,,Desktop,ssd,TLC,2400,,0,0,,1,,,,,,
SEDC600M/3840G,Kingston,DC600M,3.84,,,SATA,2.5,,,,,Enterprise,ssd,TLC,7008,1,1,1,530,1,,,,,,
KCD8XRUG3T84,Kioxia,CD8-R,3.84,,,NVMe,U.2,,,,,Enterprise,ssd,TLC,7008,1,1,1,3800,1,,,,,,
MTFDDAK3T8TGA,Micron,"5400 PRO",3.84,,,SATA,2.5,,,,,Enterprise,ssd,TLC,8410,1.2,1,1,520,1,,,,,,
MTFDKCC3T8TFR,Micron,"7450 PRO",3.84,,,NVMe,U.3,,,,,Enterprise,ssd,TLC,7300,1,1,1,5000,1,,,,,,
MZ7L33T8HBLT-00W07,Samsung,PM893,3.84,,,SATA,2.5,,,,,Enterprise,ssd,TLC,7008,1,1,1,,1,,,,,,
MZQL23T8HCLS-00A07,Samsung,PM9A3,3.84,,,NVMe,U.2,,,,,Enterprise,ssd,TLC,7008,1,1,1,,1,,,,,,
SSDPF2KX038T1,Solidigm,D7-P5520,3.84,,,NVMe,U.2,,,,,Enterprise,ssd,TLC,7000,1,1,1,3600,1,,,,,,
MTFDKCC3T2TFS,Micron,"7450 MAX",3.2,,,NVMe,U.3,,,,,Enterprise,ssd,TLC,17500,3,1,1,5000,1,,,,,,
ST3000DM007,Seagate,BarraCuda,3,5400,256,SATA,3.5,smr,22,24,0,Desktop,hdd,,,,,,,1,,,,,,
ST3000VN006,Seagate,IronWolf,3,5400,256,SATA,3.5,cmr,,,0,NAS,hdd,,,,,,,1,,,,,,
WD30EFAX,WD,Red,3,5400,256,SATA,3.5,smr,23,29,0,NAS,hdd,,,,,,,1,,,,,,
WD30EFZX,WD,"Red Plus",3,5400,128,SATA,3.5,cmr,24,28,0,NAS,hdd,,,,,,,1,,,,,,
CSSD-F2000GBMP700ENH,Corsair,"MP700 Elite",2,,,NVMe,M.2,,,,,Desktop,ssd,TLC,1200,,0,0,,1,,,,,,
CT2000P3PSSD8,Crucial,"P3 Plus",2,,,NVMe,M.2,,,,,Desktop,ssd,QLC,440,,0,0,,1,,,,,,
CT2000P510SSD1,Crucial,P510,2,,,NVMe,M.2,,,,,Desktop,ssd,TLC,1200,,0,0,7000,1,,,,,,
CT2000T500SSD8,Crucial,T500,2,,,NVMe,M.2,,,,,Desktop,ssd,TLC,1200,,1,0,,1,,,,,,
CT2000T705SSD3,Crucial,T705,2,,,NVMe,M.2,,,,,Desktop,ssd,TLC,1200,,1,0,,1,,,,,,
SKC3000D/2048G,Kingston,KC3000,2,,,NVMe,M.2,,,,,Desktop,ssd,TLC,1600,,1,0,,1,,,,,,
SNV3S/2000G,Kingston,NV3,2,,,NVMe,M.2,,,,,Desktop,ssd,TLC,640,,0,0,,1,,,,,,
LNM790X002T-RNNNU,Lexar,NM790,2,,,NVMe,M.2,,,,,Desktop,ssd,TLC,1500,,0,0,,1,,,,,,
SB-RKT4P-2TB,Sabrent,"Rocket 4 Plus",2,,,NVMe,M.2,,,,,Desktop,ssd,TLC,1400,,1,0,,1,,,,,,
SB-RKT5-2TB,Sabrent,"Rocket 5",2,,,NVMe,M.2,,,,,Desktop,ssd,TLC,1400,,1,0,,1,,,,,,
MZ-77Q2T0,Samsung,"870 QVO",2,,,SATA,2.5,,,,,Desktop,ssd,QLC,720,,1,0,160,1,,,,,,
MZ-V7S2T0,Samsung,"970 EVO Plus",2,,,NVMe,M.2,,,,,Desktop,ssd,TLC,1200,,1,0,,1,,,,,,
MZ-V9P2T0,Samsung,"990 PRO",2,,,NVMe,M.2,,,,,Desktop,ssd,TLC,1200,,1,0,,1,,,,,,
MZ-V9S2T0BW,Samsung,"990 EVO Plus",2,,,NVMe,M.2,,,,,Desktop,ssd,TLC,1200,,0,0,,1,,,,,,
MZ-VAP2T0BW,Samsung,"9100 PRO",2,,,NVMe,M.2,,,,,Desktop,ssd,TLC,1200,,1,0,,1,,,,,,
ST2000DM008,Seagate,BarraCuda,2,7200,256,SATA,3.5,smr,22,24,0,Desktop,hdd,,,,,,,1,,,,,,
ST2000NT001,Seagate,"IronWolf Pro",2,7200,256,SATA,3.5,cmr,28,32,0,NAS-Pro,hdd,,,,,,,1,,,,,,
ST2000VN003,Seagate,IronWolf,2,5400,256,SATA,3.5,cmr,,,0,NAS,hdd,,,,,,,1,,,,,,
ST2000VX017,Seagate,SkyHawk,2,5400,256,SATA,3.5,cmr,26,27,0,Surveillance,hdd,,,,,,,1,,,,,,
ZA2000NM1A002,Seagate,"IronWolf 125",2,,,SATA,2.5,,,,,NAS,ssd,TLC,2800,0.7,1,0,,1,,,,,,
ZP2000GM3A063,Seagate,"FireCuda 530R",2,,,NVMe,M.2,,,,,Desktop,ssd,TLC,2400,,1,0,,1,,,,,,
ZP2000NM3A002,Seagate,"IronWolf 525",2,,,NVMe,M.2,,,,,NAS,ssd,TLC,2800,0.7,,0,965,1,,,,,,
WD2002FFSX,WD,"Red Pro",2,7200,64,SATA,3.5,cmr,20,36,0,NAS-Pro,hdd,,,,,,,1,WD2005FFBX,,,,,
WD2005FBYZ,WD,Gold,2,7200,128,SATA,3.5,cmr,20,32,0,Enterprise,hdd,,,,,,,1,,,,,,
WD20EFAX,WD,Red,2,5400,256,SATA,3.5,smr,23,29,0,NAS,hdd,,,,,,,1,,,,,,
WD20EFPX,WD,"Red Plus",2,5400,128,SATA,3.5,cmr,24,28,0,NAS,hdd,,,,,,,1,,,,,,
WD20EZAZ,WD,Blue,2,5400,256,SATA,3.5,smr,21,26,0,Desktop,hdd,,,,,,,1,,,,,,
WDS200T1R0C,WD,"Red SN700",2,,,NVMe,M.2,,,,,NAS,ssd,TLC,2500,,1,0,,1,,,,,,
WDS200T1X0M,WD,"Black SN8100",2,,,NVMe,M.2,,,,,Desktop,ssd,TLC,1200,,1,0,,1,,,,,,
WDS200T2R0A,WD,"Red SA500",2,,,SATA,2.5,,,,,NAS,ssd,TLC,1300,,1,0,,1,,,,,,
WDS200T2X0E,WD,"Black SN850X",2,,,NVMe,M.2,,,,,Desktop,ssd,TLC,1200,,1,0,,1,,,,,,
WDS200T3X0E,WD,"Black SN770",2,,,NVMe,M.2,,,,,Desktop,ssd,TLC,1200,,0,0,,1,,,,,,
WDS200T4B0E,WD,"Blue SN5000",2,,,NVMe,M.2,,,,,Desktop,ssd,TLC,900,,0,0,,1,,,,,,
WDS200T4X0E,WD,"Black SN7100",2,,,NVMe,M.2,,,,,Desktop,ssd,TLC,1200,,0,0,,1,,,,,,
SEDC600M/1920G,Kingston,DC600M,1.92,,,SATA,2.5,,,,,Enterprise,ssd,TLC,3504,1,1,1,530,1,,,,,,
MTFDDAK1T9TGA,Micron,"5400 PRO",1.92,,,SATA,2.5,,,,,Enterprise,ssd,TLC,5256,1.5,1,1,540,1,,,,,,
MZ7L31T9HBLT-00W07,Samsung,PM893,1.92,,,SATA,2.5,,,,,Enterprise,ssd,TLC,3504,1,1,1,,1,,,,,,
CSSD-F1000GBMP700ENH,Corsair,"MP700 Elite",1,,,NVMe,M.2,,,,,Desktop,ssd,TLC,600,,0,0,,1,,,,,,
CT1000P3PSSD8,Crucial,"P3 Plus",1,,,NVMe,M.2,,,,,Desktop,ssd,QLC,220,,0,0,,1,,,,,,
CT1000P510SSD1,Crucial,P510,1,,,NVMe,M.2,,,,,Desktop,ssd,TLC,600,,0,0,,1,,,,,,
CT1000T500SSD8,Crucial,T500,1,,,NVMe,M.2,,,,,Desktop,ssd,TLC,600,,1,0,,1,,,,,,
CT1000T705SSD3,Crucial,T705,1,,,NVMe,M.2,,,,,Desktop,ssd,TLC,600,,1,0,,1,,,,,,
SFYRS/1000G,Kingston,"Fury Renegade",1,,,NVMe,M.2,,,,,Desktop,ssd,TLC,1000,,1,0,,1,,,,,,
SKC3000S/1024G,Kingston,KC3000,1,,,NVMe,M.2,,,,,Desktop,ssd,TLC,800,,1,0,,1,,,,,,
SNV3S/1000G,Kingston,NV3,1,,,NVMe,M.2,,,,,Desktop,ssd,TLC,320,,0,0,,1,,,,,,
LNM790X001T-RNNNU,Lexar,NM790,1,,,NVMe,M.2,,,,,Desktop,ssd,TLC,1000,,0,0,,1,,,,,,
SB-RKT4P-1TB,Sabrent,"Rocket 4 Plus",1,,,NVMe,M.2,,,,,Desktop,ssd,TLC,700,,1,0,,1,,,,,,
SB-RKT5-1TB,Sabrent,"Rocket 5",1,,,NVMe,M.2,,,,,Desktop,ssd,TLC,700,,1,0,,1,,,,,,
MZ-77Q1T0,Samsung,"870 QVO",1,,,SATA,2.5,,,,,Desktop,ssd,QLC,360,,1,0,80,1,,,,,,
MZ-V7S1T0,Samsung,"970 EVO Plus",1,,,NVMe,M.2,,,,,Desktop,ssd,TLC,600,,1,0,,1,,,,,,
MZ-V8P1T0BW,Samsung,"980 PRO",1,,,NVMe,M.2,,,,,Desktop,ssd,TLC,600,,1,0,,1,,,,,,
MZ-V9P1T0,Samsung,"990 PRO",1,,,NVMe,M.2,,,,,Desktop,ssd,TLC,600,,1,0,,1,,,,,,
MZ-V9S1T0BW,Samsung,"990 EVO Plus",1,,,NVMe,M.2,,,,,Desktop,ssd,TLC,600,,0,0,,1,,,,,,
MZ-VAP1T0BW,Samsung,"9100 PRO",1,,,NVMe,M.2,,,,,Desktop,ssd,TLC,600,,1,0,,1,,,,,,
ST1000VN002,Seagate,IronWolf,1,5900,64,SATA,3.5,cmr,,,0,NAS,hdd,,,,,,,1,,,,,,
ST1000VX013,Seagate,SkyHawk,1,5900,64,SATA,3.5,cmr,26,27,0,Surveillance,hdd,,,,,,,1,,,,,,
ZA1000NM1A002,Seagate,"IronWolf 125",1,,,SATA,2.5,,,,,NAS,ssd,TLC,1400,0.7,1,0,,1,,,,,,
ZP1000GM3A063,Seagate,"FireCuda 530R",1,,,NVMe,M.2,,,,,Desktop,ssd,TLC,1100,,1,0,,1,,,,,,
ZP1000NM3A002,Seagate,"IronWolf 525",1,,,NVMe,M.2,,,,,NAS,ssd,TLC,1400,0.7,,0,995,1,,,,,,
SSDPFKKW010X7X1,Solidigm,"P44 Pro",1,,,NVMe,M.2,,,,,Desktop,ssd,TLC,700,,1,0,,1,,,,,,
WD1005FBYZ,WD,Gold,1,7200,128,SATA,3.5,cmr,20,32,0,Enterprise,hdd,,,,,,,1,,,,,,
WDS100T1R0A,WD,"Red SA500",1,,,SATA,2.5,,,,,NAS,ssd,TLC,600,,1,0,,1,,,,,,
WDS100T1R0C,WD,"Red SN700",1,,,NVMe,M.2,,,,,NAS,ssd,TLC,2000,,1,0,,1,,,,,,
WDS100T1X0M,WD,"Black SN8100",1,,,NVMe,M.2,,,,,Desktop,ssd,TLC,600,,1,0,,1,,,,,,
WDS100T2X0E,WD,"Black SN850X",1,,,NVMe,M.2,,,,,Desktop,ssd,TLC,600,,1,0,,1,,,,,,
WDS100T3X0E,WD,"Black SN770",1,,,NVMe,M.2,,,,,Desktop,ssd,TLC,600,,0,0,,1,,,,,,
WDS100T4B0E,WD,"Blue SN5000",1,,,NVMe,M.2,,,,,Desktop,ssd,TLC,600,,0,0,,1,,,,,,
WDS100T4X0E,WD,"Black SN7100",1,,,NVMe,M.2,,,,,Desktop,ssd,TLC,600,,0,0,,1,,,,,,
SEDC600M/960G,Kingston,DC600M,0.96,,,SATA,2.5,,,,,Enterprise,ssd,TLC,1752,1,1,1,530,1,,,,,,
MTFDDAK960TGA,Micron,"5400 PRO",0.96,,,SATA,2.5,,,,,Enterprise,ssd,TLC,2628,1.5,1,1,540,1,,,,,,
SNV3410-800G,Synology,SNV3410,0.8,,,NVMe,M.2,,,,,NAS,ssd,TLC,1022,0.7,,0,,1,,,,,,
SNV3510-800G,Synology,SNV3510,0.8,,,NVMe,M.2,,,,,NAS,ssd,TLC,1022,0.7,,1,,1,,,,,,
ZP500NM3A002,Seagate,"IronWolf 525",0.5,,,NVMe,M.2,,,,,NAS,ssd,TLC,700,0.7,,0,525,1,,,,,,
WDS500G1R0C,WD,"Red SN700",0.5,,,NVMe,M.2,,,,,NAS,ssd,TLC,1000,,1,0,,1,,,,,,
SNV3410-400G,Synology,SNV3410,0.4,,,NVMe,M.2,,,,,NAS,ssd,TLC,491,0.67,,0,,1,,,,,,
SNV3510-400G,Synology,SNV3510,0.4,,,NVMe,M.2,,,,,NAS,ssd,TLC,491,0.67,,1,,1,,,,,,
